ID	Sex	Group	Year	Family	Sire	Dam	Group2	Age	Tag_weight	Tag_length	Mortal_Age	Mortal_bin	Mortal_DDM	Mortal_weight
CD2011022745	I	49	2011	CD20110074	NL2008000033	CD2008000653	TK00210049I	208	5.4	8	462	1	19	123
CD2011022751	I	49	2011	CD20110074	NL2008000033	CD2008000653	TK00210049I	208	6.3	8	462	1	22	150
CD2011022955	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	6	8.5	462	2	32	163
CD2011022956	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	5.8	8.3	462	1	24	116
CD2011022959	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	5.7	8.3	462	1	15	124
CD2011022960	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	6.3	8.3	462	1	14	114
CD2011022963	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	6.7	8.7	462	1	24	182
CD2011022965	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	5.4	8.3	462	2	32	154
CD2011022966	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	4.9	8	462	2	32	155
CD2011022968	I	49	2011	CD20110040	NL2008000017	CD2008010990	TK00210049I	208	6.6	9	462	1	27	159
CD2011000185	I	50	2011	CD20110052	NL2008000023	CD2008005367	TK00210050I	200	8.8	9	471	1	30	169
CD2011000350	I	50	2011	CD20110099	NL2008000047	CD2008003516	TK00210050I	200	7.6	8.7	471	1	23	139
CD2011000420	I	50	2011	CD20110099	NL2008000047	CD2008003516	TK00210050I	200	10.2	9.5	471	1	20	200
CD2011000429	I	50	2011	CD20110099	NL2008000047	CD2008003516	TK00210050I	200	8.2	9	471	1	18	185
CD2011000430	I	50	2011	CD20110099	NL2008000047	CD2008003516	TK00210050I	200	7	8.5	471	1	14	161.6
CD2011000431	I	50	2011	CD20110099	NL2008000047	CD2008003516	TK00210050I	200	8.9	9	471	1	15	211
CD2011000432	I	50	2011	CD20110099	NL2008000047	CD2008003516	TK00210050I	200	6.8	8.5	471	1	14	172
CD2011000434	I	50	2011	CD20110099	NL2008000047	CD2008003516	TK00210050I	200	6.7	8.3	471	2	32	269
CD2011000626	I	50	2011	CD20110045	NL2008000020	CD2008006663	TK00210050I	201	7	8.5	472	2	32	183
