ID	Sex	Group	Year	Family	Sire	Dam	Group2	Age	Tag_weight	Tag_length	Mortal_Age	Mortal_bin	Mortal_DDM	Mortal_weight
CD2011016012	I	48	2011	CD20110106	NL2008000012	CD2008008953	TK00210048I	199	6.4	8.2	460	1	20	136
CD2011016013	I	48	2011	CD20110106	NL2008000012	CD2008008953	TK00210048I	199	5.7	7.9	460	1	18	136
CD2011016183	I	48	2011	CD20110088	NL2008000042	CD2008008206	TK00210048I	210	9.5	9.2	471	1	19	181
CD2011016219	I	48	2011	CD20110088	NL2008000042	CD2008008206	TK00210048I	210	5.8	7.6	471	1	13	110.3
CD2011016220	I	48	2011	CD20110088	NL2008000042	CD2008008206	TK00210048I	210	7.5	8.7	471	1	18	183
CD2011016222	I	48	2011	CD20110088	NL2008000042	CD2008008206	TK00210048I	210	5.8	8.2	471	1	17	202
CD2011016225	I	48	2011	CD20110088	NL2008000042	CD2008008206	TK00210048I	210	7.2	8.6	471	1	14	236.9
CD2011016233	I	48	2011	CD20110088	NL2008000042	CD2008008206	TK00210048I	210	4.5	7.5	471	1	18	139
CD2011016256	I	48	2011	CD20110088	NL2008000042	CD2008008206	TK00210048I	210	4.7	7.8	471	2	32	202
CD2011016437	I	48	2011	CD20110084	NL2008000040	CD2008001684	TK00210048I	210	6.2	7.9	471	2	32	212
CD2011016441	I	48	2011	CD20110084	NL2008000040	CD2008001684	TK00210048I	210	6.1	8.8	471	1	26	123
CD2011016443	I	48	2011	CD20110084	NL2008000040	CD2008001684	TK00210048I	210	6.7	8.2	471	2	32	161
CD2011016447	I	48	2011	CD20110084	NL2008000040	CD2008001684	TK00210048I	210	6.2	8.3	471	2	32	146
CD2011016450	I	48	2011	CD20110084	NL2008000040	CD2008001684	TK00210048I	210	6.7	8.4	471	2	32	194
CD2011016451	I	48	2011	CD20110084	NL2008000040	CD2008001684	TK00210048I	210	7	8	471	2	32	222
CD2011016653	I	48	2011	CD20110098	NL2008000046	CD2008000985	TK00210048I	210	11.1	9.4	471	1	21	130
CD2011016657	I	48	2011	CD20110098	NL2008000046	CD2008000985	TK00210048I	210	5.5	7.8	471	1	15	142
CD2011016658	I	48	2011	CD20110098	NL2008000046	CD2008000985	TK00210048I	210	6.5	8	471	1	21	102
CD2011016661	I	48	2011	CD20110098	NL2008000046	CD2008000985	TK00210048I	210	4.9	7.1	471	1	14	101
CD2011016665	I	48	2011	CD20110098	NL2008000046	CD2008000985	TK00210048I	210	7.4	8.1	471	1	28	158
CD2011016868	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	7.3	8.3	460	1	13	147.2
CD2011016871	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	6.8	8.5	460	1	15	197.9
CD2011016872	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	5.6	8	460	1	19	137
CD2011016877	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	6.7	8.2	460	1	29	105
CD2011016878	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	7.2	8	460	2	32	131
CD2011016879	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	5.5	7.5	460	1	15	213
CD2011016880	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	9.5	9.3	460	1	18	124
CD2011016882	I	48	2011	CD20110014	NL2008000008	CD2008006124	TK00210048I	199	7.6	8.6	460	1	15	147
CD2011017087	I	48	2011	CD20110060	NL2008000025	CD2008010531	TK00210048I	214	8.8	9.4	472	2	32	181
CD2011017088	I	48	2011	CD20110060	NL2008000025	CD2008010531	TK00210048I	214	7.8	8.9	472	1	16	181
CD2011017089	I	48	2011	CD20110060	NL2008000025	CD2008010531	TK00210048I	214	8.4	9	472	2	32	177
CD2011017093	I	48	2011	CD20110060	NL2008000025	CD2008010531	TK00210048I	214	7.7	9	472	2	32	142
CD2011017094	I	48	2011	CD20110060	NL2008000025	CD2008010531	TK00210048I	214	7	8.8	472	1	18	132
CD2011017301	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	6.6	8.6	471	1	23	146
CD2011017305	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	8	9.1	471	1	24	151
CD2011017306	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	6.9	8.6	471	1	14	171.1
CD2011017309	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	5.7	8.1	471	2	32	202
CD2011017310	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	6.1	8.4	471	2	32	220
CD2011017314	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	7.2	8.6	471	2	32	216
CD2011017315	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	7.8	9	471	2	32	268
CD2011017317	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	8.5	9.2	471	2	32	301
CD2011017318	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	6.4	8.5	471	2	32	173
CD2011017319	I	48	2011	CD20110036	NL2008000016	CD2008006139	TK00210048I	213	9.2	9.5	471	2	32	364
CD2011017519	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	8.4	9	472	2	32	167
CD2011017520	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	6	8.5	472	2	32	186
CD2011017521	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	6.1	8.5	472	2	32	114
CD2011017522	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	7.6	8.9	472	1	14	166.3
CD2011017526	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	9.1	9.7	472	2	32	295
CD2011017527	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	7.4	9	472	2	32	221
CD2011017529	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	6.4	8.3	472	1	28	120
CD2011017531	I	48	2011	CD20110103	NL2008000014	CD2008001204	TK00210048I	214	4.9	7.8	472	1	15	107
CD2011017734	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	7.5	8.6	471	1	13	156
CD2011017736	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	7.5	8.7	471	2	32	189
CD2011017738	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	7.1	8.4	471	1	18	150
CD2011017740	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	6.4	8	471	2	32	128
CD2011017741	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	7.5	8.2	471	2	32	197
CD2011017742	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	7.4	8.5	471	1	28	216
CD2011017743	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	8.4	9	471	2	32	165
CD2011017744	I	48	2011	CD20110083	NL2008000040	CD2008012149	TK00210048I	214	8.5	8.5	471	2	32	208
CD2011017951	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	6.9	8.3	460	1	22	174
CD2011017953	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	6.2	8.3	460	2	32	335
CD2011017954	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	6.3	8	460	2	32	210
CD2011017959	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	5.7	9	460	2	32	165
CD2011017960	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	6.4	8	460	1	15	181
CD2011017961	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	6.9	8.5	460	1	30	194
CD2011017963	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	7	8	460	2	32	251
CD2011017964	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	5.7	8	460	2	32	279
CD2011017965	I	48	2011	CD20110037	NL2008000018	CD2008001142	TK00210048I	203	5.7	8	460	2	32	269
CD2011018167	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	5.8	7.5	460	1	18	192
CD2011018168	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	7.8	8.5	460	2	32	216
CD2011018169	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	6.1	8	460	2	32	350
CD2011018170	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	6.1	8	460	1	17	193
CD2011018171	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	6.3	8	460	1	15	172
CD2011018173	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	6.1	8	460	1	13	178
CD2011018174	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	7	8.5	460	1	14	194.2
CD2011018176	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	5.1	7.5	460	2	32	233
CD2011018177	I	48	2011	CD20110039	NL2008000018	CD2008012798	TK00210048I	203	6.6	8	460	1	24	182
CD2011018385	I	48	2011	CD20110066	NL2008000029	CD2008002547	TK00210048I	205	6.6	8.3	462	2	32	256
CD2011018386	I	48	2011	CD20110066	NL2008000029	CD2008002547	TK00210048I	205	5.2	7.5	462	2	32	256
CD2011018387	I	48	2011	CD20110066	NL2008000029	CD2008002547	TK00210048I	205	7.6	8.5	462	2	32	326
CD2011018391	I	48	2011	CD20110066	NL2008000029	CD2008002547	TK00210048I	205	6.2	8	462	1	18	202
CD2011018394	I	48	2011	CD20110066	NL2008000029	CD2008002547	TK00210048I	205	5.4	7.5	462	2	32	234
CD2011018396	I	48	2011	CD20110066	NL2008000029	CD2008002547	TK00210048I	205	6.9	8.3	462	1	26	224
CD2011018399	I	48	2011	CD20110066	NL2008000029	CD2008002547	TK00210048I	205	6.1	8	462	2	32	257
CD2011018601	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	6.3	8.3	460	2	32	188
CD2011018602	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	5.9	8	460	2	32	131
CD2011018603	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	6.6	8.5	460	1	13	155.9
CD2011018605	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	6.5	8	460	2	32	137
CD2011018607	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	7.8	9	460	1	17	173
CD2011018608	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	6.4	8	460	2	32	214
CD2011018610	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	6.4	8	460	1	22	142
CD2011018613	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	6.3	8	460	1	18	140
CD2011018614	I	48	2011	CD20110005	NL2008000004	CD2008005855	TK00210048I	203	6	7.6	460	1	15	107
CD2011018821	I	48	2011	CD20110077	NL2008000036	CD2008005069	TK00210048I	205	6.1	8	462	2	32	196
CD2011018822	I	48	2011	CD20110077	NL2008000036	CD2008005069	TK00210048I	205	8.6	9.3	462	2	32	286
CD2011018823	I	48	2011	CD20110077	NL2008000036	CD2008005069	TK00210048I	205	6.1	8	462	1	18	118
CD2011018827	I	48	2011	CD20110077	NL2008000036	CD2008005069	TK00210048I	205	8.2	9	462	2	32	251
CD2011018828	I	48	2011	CD20110077	NL2008000036	CD2008005069	TK00210048I	205	6.2	8	462	1	22	130
CD2011018829	I	48	2011	CD20110077	NL2008000036	CD2008005069	TK00210048I	205	5.4	8	462	2	32	176
CD2011018832	I	48	2011	CD20110077	NL2008000036	CD2008005069	TK00210048I	205	5	7.5	462	1	18	122
CD2011019036	I	48	2011	CD20110105	NL2008000006	CD2008009762	TK00210048I	203	8.1	9	460	1	18	132
CD2011019043	I	48	2011	CD20110105	NL2008000006	CD2008009762	TK00210048I	203	9.4	9.7	460	2	32	243
CD2011019047	I	48	2011	CD20110105	NL2008000006	CD2008009762	TK00210048I	203	6.3	8	460	1	30	114
CD2011019048	I	48	2011	CD20110105	NL2008000006	CD2008009762	TK00210048I	203	7.3	8	460	1	14	144.2
CD2011019052	I	48	2011	CD20110105	NL2008000006	CD2008009762	TK00210048I	203	6	7.8	460	1	9	100.4
CD2011019054	I	48	2011	CD20110105	NL2008000006	CD2008009762	TK00210048I	203	6.6	8.3	460	1	29	113
CD2011019055	I	48	2011	CD20110105	NL2008000006	CD2008009762	TK00210048I	203	8.6	9	460	1	12	151
CD2011019252	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	6.9	8	471	2	32	270
CD2011019257	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	7.2	8.1	471	1	19	177.3
CD2011019259	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	8.1	9	471	1	15	179
CD2011019261	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	7.2	8.5	471	1	18	180
CD2011019265	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	5.4	8	471	2	32	227
CD2011019270	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	5.6	7.6	471	1	20	155
CD2011019273	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	6	8.2	471	1	11	171
CD2011019277	I	48	2011	CD20110080	NL2008000038	CD2008003584	TK00210048I	214	6.2	8	471	1	20	165
CD2011019470	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	5.6	7.8	462	1	14	173.2
CD2011019477	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	4.6	7.5	462	1	25	149
CD2011019479	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	5.6	8	462	1	29	165
CD2011019480	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	5.3	8.2	462	1	30	151
CD2011019481	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	6	8.4	462	2	32	319
CD2011019482	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	6	8.5	462	1	30	275
CD2011019485	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	7.7	8	462	1	15	151
CD2011019490	I	48	2011	CD20110038	NL2008000017	CD2008009423	TK00210048I	206	8.3	8.9	462	2	32	259
CD2011019683	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	5.3	8.4	460	2	32	150
CD2011019684	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	6.2	8.8	460	2	32	198
CD2011019685	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	6.1	8.7	460	2	32	150
CD2011019686	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	6.1	8.5	460	2	32	156
CD2011019687	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	9.6	10	460	2	32	161
CD2011019688	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	6	8.4	460	2	32	242
CD2011019690	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	6.6	8.9	460	2	32	196
CD2011019692	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	5.8	8.8	460	2	32	146
CD2011019693	I	48	2011	CD20110047	NL2008000022	CD2008002923	TK00210048I	204	7.7	9.4	460	2	32	182
CD2011019901	I	48	2011	CD20110024	NL2008000013	CD2008004322	TK00210048I	206	7.8	9	462	1	17	139
CD2011019903	I	48	2011	CD20110024	NL2008000013	CD2008004322	TK00210048I	206	8.1	9	462	1	24	142
CD2011019905	I	48	2011	CD20110024	NL2008000013	CD2008004322	TK00210048I	206	6.3	8.5	462	2	32	124
CD2011019908	I	48	2011	CD20110024	NL2008000013	CD2008004322	TK00210048I	206	6	7.8	462	2	32	105
CD2011019910	I	48	2011	CD20110024	NL2008000013	CD2008004322	TK00210048I	206	7.5	8.5	462	1	29	162
CD2011019911	I	48	2011	CD20110024	NL2008000013	CD2008004322	TK00210048I	206	8	8.5	462	2	32	180
CD2011019913	I	48	2011	CD20110024	NL2008000013	CD2008004322	TK00210048I	206	8	8.5	462	1	17	149
CD2011020117	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	5.7	8	462	2	32	160
CD2011020119	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	5.7	8	462	2	32	222
CD2011020122	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	6	7.6	462	2	32	223
CD2011020123	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	6.9	8	462	2	32	307
CD2011020124	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	5.8	8	462	2	32	129
CD2011020125	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	6.6	8	462	2	32	184
CD2011020126	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	7.4	8.7	462	2	32	302
CD2011020128	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	6.7	8.5	462	1	17	119
CD2011020130	I	48	2011	CD20110035	NL2008000017	CD2008000947	TK00210048I	206	6.6	8	462	2	32	224
CD2011020337	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	5.2	8	460	1	16	157
CD2011020339	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	7.1	8.5	460	1	20	158
CD2011020343	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	6	7.8	460	1	18	166
CD2011020345	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	7.2	8.3	460	2	32	217
CD2011020346	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	5.6	7.6	460	1	20	156
CD2011020347	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	6	8	460	1	22	122
CD2011020349	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	6.3	8	460	1	15	181
CD2011020350	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	5.6	7.5	460	1	13	142.9
CD2011020351	I	48	2011	CD20110031	NL2008000015	CD2008004490	TK00210048I	204	6.6	8.3	460	1	13	185.1
CD2011020555	I	48	2011	CD20110029	NL2008000013	CD2008005113	TK00210048I	206	5	7.3	462	2	32	128
CD2011020556	I	48	2011	CD20110029	NL2008000013	CD2008005113	TK00210048I	206	6	8	462	2	32	298
CD2011020557	I	48	2011	CD20110029	NL2008000013	CD2008005113	TK00210048I	206	6	8.3	462	2	32	179
CD2011020567	I	48	2011	CD20110029	NL2008000013	CD2008005113	TK00210048I	206	4.9	8	462	2	32	105
CD2011020571	I	48	2011	CD20110029	NL2008000013	CD2008005113	TK00210048I	206	6.8	8.3	462	2	32	114
CD2011020572	I	48	2011	CD20110029	NL2008000013	CD2008005113	TK00210048I	206	8	8.5	462	2	32	247
CD2011020574	I	48	2011	CD20110029	NL2008000013	CD2008005113	TK00210048I	206	6.7	8.5	462	2	32	198
CD2011020768	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	6.5	8.5	462	1	19	172
CD2011020769	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	9	8.5	462	2	32	219
CD2011020770	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	6.5	8.2	462	1	11	176
CD2011020773	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	6.2	8.5	462	1	24	233
CD2011020774	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	5.5	8	462	2	32	216
CD2011020776	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	6.1	8	462	1	15	143
CD2011020778	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	6.5	8.2	462	1	14	180.8
CD2011020783	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	6.3	8.5	462	1	16	162
CD2011020784	I	48	2011	CD20110079	NL2008000037	CD2008004567	TK00210048I	206	6.5	8.5	462	1	12	145.7
CD2011020984	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	5	7.5	460	2	32	243
CD2011020987	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	5.4	7.5	460	1	17	112
CD2011020988	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	7.1	8	460	1	18	185
CD2011020990	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	6.6	8.5	460	1	14	179.1
CD2011020991	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	5.8	8	460	1	14	116.5
CD2011020995	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	7.4	8.5	460	1	11	117
CD2011020997	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	8.5	9	460	1	19	172
CD2011020998	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	6.6	8	460	1	11	138.7
CD2011020999	I	48	2011	CD20110076	NL2008000035	CD2008002984	TK00210048I	205	6.8	8.7	460	2	32	274
CD2011021201	I	48	2011	CD20110075	NL2008000034	CD2008009020	TK00210048I	205	4.8	7.6	460	1	18	138
CD2011021203	I	48	2011	CD20110075	NL2008000034	CD2008009020	TK00210048I	205	4.2	7.5	460	1	14	106.1
CD2011021204	I	48	2011	CD20110075	NL2008000034	CD2008009020	TK00210048I	205	6.5	8	460	1	15	264
CD2011021205	I	48	2011	CD20110075	NL2008000034	CD2008009020	TK00210048I	205	6	8	460	1	23	203
CD2011021207	I	48	2011	CD20110075	NL2008000034	CD2008009020	TK00210048I	205	5.7	8	460	1	14	144.2
CD2011021209	I	48	2011	CD20110075	NL2008000034	CD2008009020	TK00210048I	205	5.2	7.8	460	1	18	114
CD2011021210	I	48	2011	CD20110075	NL2008000034	CD2008009020	TK00210048I	205	4.2	7	460	1	12	151
CD2011021419	I	48	2011	CD20110056	NL2008000027	CD2008002928	TK00210048I	207	4.8	7.5	462	2	32	155
CD2011021420	I	48	2011	CD20110056	NL2008000027	CD2008002928	TK00210048I	207	6.7	9	462	1	14	118
CD2011021421	I	48	2011	CD20110056	NL2008000027	CD2008002928	TK00210048I	207	5.4	8	462	2	32	147
CD2011021422	I	48	2011	CD20110056	NL2008000027	CD2008002928	TK00210048I	207	6.9	9	462	2	32	135
CD2011021423	I	48	2011	CD20110056	NL2008000027	CD2008002928	TK00210048I	207	4.9	7.6	462	1	20	123
CD2011021425	I	48	2011	CD20110056	NL2008000027	CD2008002928	TK00210048I	207	7.4	8.9	462	2	32	162
CD2011021428	I	48	2011	CD20110056	NL2008000027	CD2008002928	TK00210048I	207	5.9	8	462	1	29	104
CD2011021635	I	48	2011	CD20110034	NL2008000017	CD2008009003	TK00210048I	207	5.7	8.2	462	1	24	169
CD2011021636	I	48	2011	CD20110034	NL2008000017	CD2008009003	TK00210048I	207	5.3	8.5	462	2	32	228
CD2011021642	I	48	2011	CD20110034	NL2008000017	CD2008009003	TK00210048I	207	6.3	8.3	462	2	32	208
CD2011021645	I	48	2011	CD20110034	NL2008000017	CD2008009003	TK00210048I	207	6.5	8.2	462	1	18	165
CD2011021648	I	48	2011	CD20110034	NL2008000017	CD2008009003	TK00210048I	207	6.3	8.3	462	1	27	113
CD2011021649	I	48	2011	CD20110034	NL2008000017	CD2008009003	TK00210048I	207	4.8	8	462	1	25	130
CD2011021851	I	48	2011	CD20110102	NL2008000015	CD2008005829	TK00210048I	205	5.3	8	460	2	32	187
CD2011021854	I	48	2011	CD20110102	NL2008000015	CD2008005829	TK00210048I	205	5.8	8	460	1	17	163
CD2011021855	I	48	2011	CD20110102	NL2008000015	CD2008005829	TK00210048I	205	5.1	8	460	1	20	96
CD2011021862	I	48	2011	CD20110102	NL2008000015	CD2008005829	TK00210048I	205	5	7.5	460	2	32	156
CD2011021865	I	48	2011	CD20110102	NL2008000015	CD2008005829	TK00210048I	205	4.9	8	460	1	14	134.7
CD2011021869	I	48	2011	CD20110102	NL2008000015	CD2008005829	TK00210048I	205	5.4	7.3	460	1	20	160
CD2011021870	I	48	2011	CD20110102	NL2008000015	CD2008005829	TK00210048I	205	6.6	8	460	2	32	122
CD2011022068	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	8.7	9	462	1	12	193.1
CD2011022070	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	5.8	8	462	1	17	203
CD2011022071	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	6.5	8.5	462	1	23	142
CD2011022072	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	7.3	8	462	1	10	132
CD2011022074	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	5.5	8	462	1	11	121.7
CD2011022076	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	6.5	8	462	1	11	177
CD2011022084	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	7.4	8.5	462	1	11	200
CD2011022087	I	48	2011	CD20110082	NL2008000039	CD2008004553	TK00210048I	207	8	8.7	462	1	19	141
CD2011022287	I	48	2011	CD20110072	NL2008000031	CD2008008240	TK00210048I	208	6.3	8.2	462	1	12	224.2
CD2011022289	I	48	2011	CD20110072	NL2008000031	CD2008008240	TK00210048I	208	7	8.5	462	1	20	203
CD2011022290	I	48	2011	CD20110072	NL2008000031	CD2008008240	TK00210048I	208	5.5	7.5	462	2	32	131
CD2011022292	I	48	2011	CD20110072	NL2008000031	CD2008008240	TK00210048I	208	5.6	8	462	1	11	125
CD2011022294	I	48	2011	CD20110072	NL2008000031	CD2008008240	TK00210048I	208	5.8	8	462	2	32	167
CD2011022296	I	48	2011	CD20110072	NL2008000031	CD2008008240	TK00210048I	208	7.4	8.5	462	1	17	180
CD2011022297	I	48	2011	CD20110072	NL2008000031	CD2008008240	TK00210048I	208	6.8	8	462	1	19	193
CD2011022502	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	6.5	9	462	2	32	433
CD2011022503	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	7.6	9.5	462	2	32	154
CD2011022504	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	5.2	8	462	2	32	394
CD2011022506	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	4.8	8	462	2	32	232
CD2011022507	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	5.1	8.6	462	2	32	209
CD2011022509	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	6.2	8	462	2	32	214
CD2011022514	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	6.5	8.5	462	1	24	176
CD2011022515	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	6.6	8.5	462	2	32	320
CD2011022516	I	48	2011	CD20110061	NL2008000029	CD2008007950	TK00210048I	208	6.1	8.5	462	2	32	250
CD2011022719	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	7.4	8.5	462	2	32	193
CD2011022720	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	6.7	8.5	462	1	19	108
CD2011022721	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	7.2	8.6	462	1	24	170
CD2011022722	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	7.4	9	462	1	12	146.5
CD2011022726	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	6.3	8.3	462	1	21	112
CD2011022727	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	5.8	8.2	462	1	17	128
